idx,name,prov,shapeID
0,Aceh Barat,Aceh,22746128B65593111718524
1,Aceh Barat Daya,Aceh,22746128B227561513795
2,Aceh Besar,Aceh,22746128B90547447297479
3,Aceh Jaya,Aceh,22746128B21424895456858
4,Aceh Selatan,Aceh,22746128B12428400263117
5,Aceh Singkil,Aceh,22746128B17710719872214
6,Aceh Tamiang,Aceh,22746128B57620394058931
7,Aceh Tengah,Aceh,22746128B89023327523654
8,Aceh Tenggara,Aceh,22746128B65780821536148
9,Aceh Timur,Aceh,22746128B94735591859977
10,Aceh Utara,Aceh,22746128B43339434023645
11,Bener Meriah,Aceh,22746128B4257100474226
12,Bireuen,Aceh,22746128B71427834061478
13,Gayo Lues,Aceh,22746128B71384327775718
14,Kota Banda Aceh,Aceh,22746128B56363132836699
15,Kota Langsa,Aceh,22746128B69628984727954
16,Kota Lhokseumawe,Aceh,22746128B88010078110453
17,Kota Sabang,Aceh,22746128B78398648082643
18,Kota Subulussalam,Aceh,22746128B20185680371825
19,Nagan Raya,Aceh,22746128B8237986094994
20,Pidie,Aceh,22746128B35853530005037
21,Pidie Jaya,Aceh,22746128B77747107542596
22,Simeulue,Aceh,22746128B32199422560180
23,Badung,Bali,22746128B76986430159502
