h3,pop,kab
868c8d657ffffff,919.0,473
868c8d65fffffff,1006.0,473
868c8d667ffffff,3879.0,473
868c8d66fffffff,8115.0,473
868c8d677ffffff,4389.0,473
868c8d687ffffff,262.0,473
868c8d68fffffff,299.0,473
868c8d697ffffff,4.0,473
868c8d69fffffff,9.0,473
868c8d6a7ffffff,546.0,473
868c8d6afffffff,139.0,473
868c8d6b7ffffff,13.0,473
868c8d6c7ffffff,1275.0,473
868c8d6cfffffff,1173.0,473
868c8d6d7ffffff,98.0,473
868c8d6dfffffff,385.0,473
868c8d6e7ffffff,445.0,473
868c8d6efffffff,299.0,473
868c8d6f7ffffff,378.0,473
868c8d707ffffff,836.0,473
868c8d70fffffff,470.0,473
868c8d717ffffff,2354.0,473
868c8d71fffffff,994.0,473
868c8d727ffffff,1515.0,473
868c8d72fffffff,1064.0,473
868c8d737ffffff,764.0,473
868c8d747ffffff,2046.0,473
868c8d74fffffff,1416.0,473
868c8d757ffffff,3511.0,473
868c8d75fffffff,11122.0,473
868c8d767ffffff,4335.0,473
868c8d76fffffff,955.0,473
868c8d777ffffff,3181.0,473
868c8d787ffffff,16.0,473
868c8d78fffffff,601.0,473
868c8d797ffffff,15.0,473
868c8d79fffffff,13.0,473
868c8d7a7ffffff,1183.0,473
868c8d7afffffff,366.0,473
868c8d7b7ffffff,339.0,473
868c8d807ffffff,1678.0,465
868c8d80fffffff,1237.0,465
868c8d817ffffff,4762.0,465
868c8d81fffffff,2368.0,465
868c8d827ffffff,2006.0,465
868c8d82fffffff,2213.0,465
868c8d837ffffff,12773.0,465
868c8d847ffffff,3576.0,473
868c8d84fffffff,3117.0,473
868c8d857ffffff,2781.0,465
868c8d85fffffff,3603.0,473
868c8d867ffffff,950.0,465
868c8d86fffffff,3303.0,473
868c8d877ffffff,1382.0,465
868c8d887ffffff,894.0,465
868c8d88fffffff,1304.0,465
868c8d897ffffff,1645.0,465
868c8d89fffffff,2142.0,465
868c8d8a7ffffff,999.0,465
868c8d8afffffff,1528.0,465
868c8d8b7ffffff,435.0,465
868c8d8c7ffffff,6443.0,465
868c8d8cfffffff,3667.0,473
868c8d8d7ffffff,725.0,465
868c8d8dfffffff,592.0,473
868c8d8e7ffffff,11872.0,465
868c8d8efffffff,6161.0,465
868c8d8f7ffffff,189.0,465
868c8d907ffffff,700.0,465
868c8d90fffffff,947.0,465
868c8d917ffffff,1458.0,465
868c8d91fffffff,2309.0,465
868c8d927ffffff,423.0,472
868c8d937ffffff,1138.0,465
868c8d947ffffff,1874.0,472
868c8d94fffffff,754.0,465
868c8d957ffffff,1546.0,465
868c8d95fffffff,1014.0,465
868c8d967ffffff,3217.0,472
868c8d96fffffff,354.0,481
868c8d987ffffff,962.0,465
868c8d98fffffff,2644.0,465
868c8d997ffffff,866.0,465
868c8d99fffffff,399.0,465
868c8d9a7ffffff,8258.0,465
868c8d9afffffff,6409.0,465
868c8d9b7ffffff,1474.0,465
868c8da07ffffff,6064.0,473
868c8da0fffffff,24443.0,473
868c8da17ffffff,377.0,473
868c8da1fffffff,2987.0,473
868c8da27ffffff,1824.0,473
868c8da2fffffff,3914.0,473
868c8da37ffffff,807.0,473
868c8da47ffffff,1302.0,473
868c8da4fffffff,393.0,473
868c8da57ffffff,3981.0,473
868c8da5fffffff,2225.0,473
868c8da67ffffff,1232.0,473
868c8da6fffffff,3592.0,473
868c8da77ffffff,1030.0,473
868c8da87ffffff,1630.0,473
868c8da8fffffff,1312.0,473
868c8da97ffffff,8080.0,473
868c8da9fffffff,11172.0,473
868c8daa7ffffff,108.0,473
868c8daafffffff,322.0,473
868c8dab7ffffff,2136.0,473
868c8dac7ffffff,1672.0,473
868c8dacfffffff,213.0,473
868c8dad7ffffff,262.0,473
868c8dadfffffff,1826.0,473
868c8dae7ffffff,460.0,473
868c8daefffffff,1540.0,473
868c8daf7ffffff,1466.0,473
868c8db07ffffff,773.0,473
868c8db0fffffff,139.0,473
868c8db17ffffff,1906.0,473
868c8db1fffffff,1353.0,473
868c8db27ffffff,247.0,481
868c8db2fffffff,70.0,481
868c8db37ffffff,1624.0,473
868c8db47ffffff,540.0,473
868c8db4fffffff,961.0,473
868c8db57ffffff,288.0,473
868c8db5fffffff,314.0,473
868c8db67ffffff,1410.0,473
868c8db6fffffff,713.0,473
868c8db77ffffff,850.0,481
868c8db87ffffff,2044.0,473
868c8db8fffffff,151.0,473
868c8db97ffffff,3079.0,473
868c8db9fffffff,609.0,473
868c8dba7ffffff,3505.0,473
868c8dbafffffff,3376.0,473
868c8dbb7ffffff,2056.0,473
868c8dc07ffffff,4576.0,465
868c8dc0fffffff,3435.0,465
868c8dc17ffffff,1260.0,465
868c8dc1fffffff,3626.0,465
868c8dc27ffffff,561.0,465
868c8dc2fffffff,3148.0,465
868c8dc37ffffff,384.0,465
868c8dc47ffffff,3057.0,465
868c8dc4fffffff,122.0,465
868c8dc57ffffff,1237.0,465
868c8dc5fffffff,1218.0,465
868c8dc67ffffff,2289.0,465
868c8dc6fffffff,616.0,465
868c8dc77ffffff,2411.0,465
868c8dc87ffffff,32.0,465
868c8dc8fffffff,1130.0,465
868c8dc97ffffff,2466.0,465
868c8dc9fffffff,370.0,473
868c8dca7ffffff,1314.0,465
868c8dcafffffff,605.0,465
868c8dcb7ffffff,285.0,465
868c8dcc7ffffff,1154.0,473
868c8dccfffffff,1597.0,473
868c8dcd7ffffff,6526.0,473
868c8dcdfffffff,583.0,473
868c8dce7ffffff,473.0,465
868c8dcefffffff,263.0,465
868c8dcf7ffffff,2345.0,465
868c8dd07ffffff,5775.0,465
868c8dd0fffffff,756.0,465
868c8dd17ffffff,2072.0,465
868c8dd1fffffff,393.0,465
868c8dd27ffffff,4329.0,465
868c8dd2fffffff,529.0,465
868c8dd37ffffff,8212.0,465
868c8dd47ffffff,237.0,465
868c8dd4fffffff,68.0,465
868c8dd57ffffff,170.0,465
868c8dd5fffffff,2313.0,465
868c8dd67ffffff,387.0,465
868c8dd6fffffff,43.0,465
868c8dd77ffffff,91.0,465
868c8dd87ffffff,93.0,465
868c8dd8fffffff,989.0,465
868c8dd97ffffff,263.0,465
868c8dd9fffffff,68.0,465
868c8dda7ffffff,1497.0,465
868c8ddafffffff,1863.0,465
868c8ddb7ffffff,2225.0,465
868c8e307ffffff,234.0,247
868c8e317ffffff,23.0,247
868c8e807ffffff,1400.0,32
868c8e80fffffff,93.0,32
868c8e827ffffff,3592.0,32
868c8e82fffffff,69.0,32
868c8e837ffffff,117.0,32
868c8e847ffffff,7319.0,33
868c8e84fffffff,903.0,33
868c8e857ffffff,67.0,33
868c8e85fffffff,395.0,33
868c8e867ffffff,601.0,33
868c8e86fffffff,1819.0,33
868c8e877ffffff,31.0,33
868c8e907ffffff,398.0,32
868c8e90fffffff,22464.0,32
868c8e917ffffff,945.0,32
868c8e91fffffff,2023.0,32
868c8e927ffffff,1966.0,32
868c8e92fffffff,5535.0,32
868c8e937ffffff,129.0,32
868c8e947ffffff,2521.0,33
868c8e94fffffff,3033.0,33
868c8e957ffffff,5773.0,32
868c8e95fffffff,106.0,33
868c8e967ffffff,2.0,32
868c8e96fffffff,4.0,33
868c8e977ffffff,1021.0,32
868c8e987ffffff,36.0,32
868c8e98fffffff,2.0,32
868c8e9a7ffffff,703.0,32
868c8e9afffffff,1770.0,32
868c8ea0fffffff,1.0,33
868c8eb07ffffff,2115.0,33
868c8eb0fffffff,28.0,33
868c8eb17ffffff,178.0,33
868c8eb1fffffff,3.0,33
868c8eb27ffffff,2674.0,33
868c8eb2fffffff,127.0,33
868c8eb37ffffff,2280.0,33
868c8eb67ffffff,1.0,33
868c8eb77ffffff,3.0,33
868c8eba7ffffff,7.0,33
868c90007ffffff,4448.0,186
868c9000fffffff,4409.0,186
868c90017ffffff,2132.0,186
868c9001fffffff,3372.0,186
868c90027ffffff,2509.0,186
868c9002fffffff,4593.0,186
868c90037ffffff,3669.0,186
868c90047ffffff,1865.0,186
868c9004fffffff,2136.0,186
868c90057ffffff,3435.0,186
868c9005fffffff,15576.0,191
868c90067ffffff,1725.0,186
868c9006fffffff,515.0,186
868c90077ffffff,2746.0,186
868c90087ffffff,566.0,186
868c9008fffffff,2620.0,191
868c90097ffffff,740.0,186
868c9009fffffff,942.0,196
868c900a7ffffff,1919.0,186
868c900afffffff,511.0,186
868c900b7ffffff,1526.0,186
868c900c7ffffff,2480.0,191
868c900cfffffff,80960.0,191
868c900d7ffffff,1091.0,191
868c900dfffffff,11585.0,191
868c900e7ffffff,10595.0,186
868c900efffffff,21783.0,191
868c900f7ffffff,4591.0,191
868c90107ffffff,1495.0,193
868c9010fffffff,1563.0,193
868c90117ffffff,1100.0,193
868c9011fffffff,1448.0,193
868c90127ffffff,2533.0,193
868c9012fffffff,1040.0,195
868c90137ffffff,1869.0,193
868c90147ffffff,999.0,195
868c9014fffffff,2923.0,186
868c90157ffffff,2648.0,193
868c9015fffffff,2345.0,186
868c90167ffffff,1009.0,195
868c9016fffffff,1352.0,195
868c90177ffffff,1103.0,195
868c90187ffffff,624.0,186
868c9018fffffff,874.0,186
868c90197ffffff,409.0,186
868c9019fffffff,1541.0,186
868c901a7ffffff,2262.0,186
868c901afffffff,3879.0,186
868c901b7ffffff,2997.0,186
868c90207ffffff,269.0,186
868c90227ffffff,69.0,186
868c9022fffffff,771.0,186
868c90237ffffff,327.0,186
868c90307ffffff,2922.0,186
868c9030fffffff,81.0,186
868c90317ffffff,3766.0,186
868c9031fffffff,2483.0,186
868c90327ffffff,2200.0,186
868c90337ffffff,3536.0,186
868c90357ffffff,238.0,186
868c9035fffffff,44.0,186
868c90367ffffff,1.0,186
868c90387ffffff,12334.0,191
868c90397ffffff,15148.0,191
868c903a7ffffff,17313.0,191
868c903afffffff,11693.0,186
868c903b7ffffff,59255.0,191
868c90407ffffff,1948.0,196
868c9040fffffff,275.0,196
868c90417ffffff,2184.0,196
868c9041fffffff,2224.0,196
868c90427ffffff,392.0,196
868c9042fffffff,196.0,196
868c90437ffffff,1926.0,196
868c90447ffffff,751.0,196
868c9044fffffff,353.0,196
868c90457ffffff,597.0,196
868c9045fffffff,1449.0,196
868c90467ffffff,451.0,196
868c9046fffffff,2046.0,196
868c90477ffffff,1347.0,196
868c90487ffffff,387.0,196
868c9048fffffff,804.0,196
868c90497ffffff,1917.0,196
868c9049fffffff,961.0,196
868c904a7ffffff,6045.0,196
868c904afffffff,3775.0,196
868c904b7ffffff,3628.0,196
868c904c7ffffff,284.0,196
868c904cfffffff,1953.0,196
868c904d7ffffff,2042.0,196
868c904dfffffff,11782.0,196
868c904e7ffffff,533.0,196
868c904efffffff,430.0,196
868c904f7ffffff,3678.0,196
868c90507ffffff,727.0,186
868c9050fffffff,341.0,196
868c90517ffffff,2372.0,186
868c9051fffffff,1367.0,186
868c90527ffffff,633.0,186
868c9052fffffff,1471.0,186
868c90537ffffff,2839.0,186
868c90547ffffff,478.0,186
868c9054fffffff,390.0,186
868c90557ffffff,494.0,186
868c9055fffffff,808.0,196
868c90567ffffff,28.0,186
868c9056fffffff,404.0,186
868c90577ffffff,260.0,186
868c90587ffffff,4831.0,186
868c9058fffffff,3452.0,196
868c90597ffffff,385.0,186
868c9059fffffff,1363.0,196
868c905a7ffffff,1725.0,186
868c905afffffff,3290.0,186
868c905b7ffffff,1024.0,186
868c90607ffffff,22097.0,196
868c9060fffffff,6664.0,196
868c90617ffffff,11049.0,196
868c9061fffffff,4186.0,196
868c90627ffffff,13230.0,196
868c9062fffffff,17090.0,196
868c90637ffffff,21568.0,196
868c90657ffffff,20.0,196
868c90677ffffff,1073.0,196
868c90687ffffff,15324.0,196
868c90697ffffff,12379.0,196
868c9069fffffff,207.0,196
868c906a7ffffff,15281.0,196
868c906afffffff,12757.0,196
868c906b7ffffff,4178.0,196
868c90707ffffff,1254.0,196
868c9070fffffff,18246.0,196
868c90717ffffff,7062.0,196
868c9071fffffff,15749.0,196
868c90727ffffff,132.0,196
868c9072fffffff,3124.0,196
868c90737ffffff,637.0,196
868c90747ffffff,8472.0,196
868c9074fffffff,1.0,196
868c90757ffffff,14398.0,196
868c9075fffffff,3044.0,196
868c90767ffffff,15915.0,191
868c90777ffffff,12215.0,196
868c90787ffffff,29399.0,196
868c9078fffffff,11547.0,196
868c90797ffffff,12363.0,196
868c9079fffffff,10812.0,196
868c907a7ffffff,7724.0,196
868c907afffffff,24226.0,196
868c907b7ffffff,1606.0,196
868c90807ffffff,2532.0,193
868c9080fffffff,7368.0,195
868c90817ffffff,1780.0,193
868c9081fffffff,5994.0,193
868c90827ffffff,1307.0,193
868c9082fffffff,2614.0,195
868c90837ffffff,1408.0,193
868c90847ffffff,10374.0,195
868c9084fffffff,1540.0,195
868c90857ffffff,7523.0,195
868c9085fffffff,1363.0,195
868c90867ffffff,9614.0,195
868c9086fffffff,8843.0,195
868c90877ffffff,2707.0,195
868c90887ffffff,6310.0,193
868c9088fffffff,3150.0,193
868c90897ffffff,1797.0,193
868c9089fffffff,869.0,193
868c908a7ffffff,1334.0,193
868c908afffffff,3643.0,193
868c908b7ffffff,2073.0,193
868c908c7ffffff,1708.0,195
868c908cfffffff,1330.0,195
868c908d7ffffff,834.0,195
868c908dfffffff,866.0,195
868c908e7ffffff,1432.0,193
868c908efffffff,884.0,195
868c908f7ffffff,4039.0,193
868c90907ffffff,2208.0,193
868c9090fffffff,3411.0,193
868c90917ffffff,3782.0,193
868c9091fffffff,4395.0,193
868c90927ffffff,1370.0,193
868c9092fffffff,174.0,192
868c90937ffffff,2231.0,193
868c90947ffffff,119.0,195
868c9094fffffff,681.0,195
868c90957ffffff,4876.0,193
868c9095fffffff,7724.0,193
868c90967ffffff,1.0,195
868c9096fffffff,1679.0,195
868c90977ffffff,258.0,195
868c90987ffffff,3719.0,193
868c9098fffffff,1696.0,193
868c90997ffffff,2558.0,193
868c9099fffffff,4011.0,193
868c909a7ffffff,2422.0,193
868c909afffffff,1160.0,193
868c909b7ffffff,834.0,193
868c90a07ffffff,6117.0,195
868c90a0fffffff,5.0,195
868c90a17ffffff,6160.0,195
868c90a1fffffff,6350.0,195
868c90a27ffffff,10774.0,195
868c90a37ffffff,4519.0,195
868c90a6fffffff,34.0,195
868c90a87ffffff,3850.0,186
868c90a8fffffff,3616.0,186
868c90a97ffffff,4590.0,186
868c90a9fffffff,6425.0,186
868c90aa7ffffff,219.0,186
868c90aafffffff,9595.0,186
868c90ab7ffffff,2009.0,186
868c90ae7ffffff,82.0,195
868c90b07ffffff,7324.0,195
868c90b0fffffff,26161.0,195
868c90b17ffffff,195.0,195
868c90b1fffffff,5894.0,195
868c90b27ffffff,12420.0,195
868c90b2fffffff,3226.0,195
868c90b37ffffff,1745.0,195
868c90b57ffffff,2701.0,195
868c90b6fffffff,2.0,195
868c90b77ffffff,107.0,195
868c90b87ffffff,33.0,195
868c90b8fffffff,15.0,195
868c90b97ffffff,2708.0,195
868c90b9fffffff,293.0,195
868c90ba7ffffff,129.0,195
868c90bafffffff,48.0,195
868c90bb7ffffff,3115.0,195
868c90c07ffffff,1613.0,186
868c90c0fffffff,3548.0,186
868c90c17ffffff,697.0,186
868c90c1fffffff,1046.0,186
868c90c27ffffff,1346.0,193
868c90c2fffffff,1351.0,193
868c90c37ffffff,681.0,186
868c90c47ffffff,1892.0,193
868c90c4fffffff,358.0,193
868c90c57ffffff,3185.0,193
868c90c5fffffff,2035.0,186
868c90c67ffffff,377.0,193
868c90c6fffffff,3107.0,193
868c90c77ffffff,3131.0,193
868c90c87ffffff,337.0,186
868c90c8fffffff,575.0,186
868c90c97ffffff,531.0,186
868c90c9fffffff,366.0,186
868c90ca7ffffff,300.0,186
868c90cafffffff,681.0,186
868c90cb7ffffff,373.0,186
868c90cc7ffffff,4506.0,186
868c90ccfffffff,48.0,186
868c90cd7ffffff,147.0,186
868c90cdfffffff,2749.0,186
868c90ce7ffffff,14506.0,186
868c90cefffffff,5609.0,186
868c90cf7ffffff,1526.0,186
868c90d07ffffff,2123.0,193
868c90d0fffffff,1924.0,193
868c90d17ffffff,1643.0,193
868c90d1fffffff,1271.0,193
868c90d27ffffff,1128.0,193
868c90d2fffffff,1415.0,193
868c90d37ffffff,876.0,193
868c90d47ffffff,1311.0,193
868c90d4fffffff,688.0,193
868c90d57ffffff,1548.0,193
868c90d5fffffff,2819.0,193
868c90d67ffffff,2276.0,193
868c90d6fffffff,366.0,193
868c90d77ffffff,4698.0,193
868c90d87ffffff,643.0,193
868c90d8fffffff,236.0,193
868c90d97ffffff,221.0,186
868c90d9fffffff,836.0,186
868c90da7ffffff,689.0,193
868c90dafffffff,579.0,193
868c90db7ffffff,351.0,193
868c91b97ffffff,1683.0,242
868c92007ffffff,143.0,196
868c9200fffffff,154.0,196
868c92017ffffff,78.0,196
868c9201fffffff,39.0,196
868c92027ffffff,12.0,196
868c9202fffffff,1348.0,196
868c92047ffffff,1001.0,196
868c92057ffffff,445.0,196
868c9205fffffff,341.0,196
868c92067ffffff,2230.0,196
868c9206fffffff,5100.0,196
868c92077ffffff,23.0,196
868c92087ffffff,16.0,196
868c920a7ffffff,3606.0,196
868c920afffffff,466.0,196
868c920b7ffffff,2448.0,196
868c920e7ffffff,182.0,196
868c920efffffff,434.0,196
868c920f7ffffff,61.0,196
868c92107ffffff,12.0,196
868c9210fffffff,210.0,196
868c92127ffffff,3.0,196
868c9212fffffff,1225.0,196
868c92137ffffff,1.0,196
868c92147ffffff,44.0,196
868c9214fffffff,47.0,196
868c92157ffffff,163.0,196
868c9215fffffff,589.0,196
868c92167ffffff,383.0,196
868c9216fffffff,93.0,196
868c92177ffffff,6.0,196
868c9219fffffff,491.0,196
868c9228fffffff,7.0,196
868c9254fffffff,55.0,196
868c92807ffffff,1872.0,196
868c9280fffffff,1561.0,196
868c92817ffffff,197.0,196
868c9281fffffff,588.0,196
868c92827ffffff,1102.0,186
868c9282fffffff,1179.0,196
868c92837ffffff,556.0,186
868c92847ffffff,300.0,196
868c9284fffffff,1031.0,196
868c92857ffffff,607.0,196
868c9285fffffff,171.0,196
868c92867ffffff,1189.0,196
868c9286fffffff,1848.0,196
868c92877ffffff,1171.0,196
868c9288fffffff,1.0,196
868c928afffffff,2602.0,196
868c928c7ffffff,223.0,196
868c928cfffffff,1012.0,196
868c928d7ffffff,3424.0,196
868c928dfffffff,198.0,196
868c928e7ffffff,128.0,196
868c928efffffff,582.0,196
868c928f7ffffff,2591.0,196
868c92907ffffff,501.0,186
868c9290fffffff,570.0,186
868c92917ffffff,851.0,186
868c9291fffffff,1042.0,186
868c92927ffffff,1670.0,186
868c9292fffffff,582.0,186
868c92937ffffff,605.0,186
868c92947ffffff,669.0,186
868c9294fffffff,295.0,196
868c92957ffffff,502.0,186
868c9295fffffff,936.0,186
868c92967ffffff,1004.0,186
868c9296fffffff,619.0,196
868c92977ffffff,761.0,186
868c9298fffffff,91.0,186
868c929a7ffffff,112.0,186
868c929afffffff,236.0,186
868c92a07ffffff,9633.0,196
868c92a0fffffff,17537.0,196
868c92a17ffffff,1267.0,196
868c92a1fffffff,7499.0,196
868c92a27ffffff,7231.0,196
868c92a2fffffff,17524.0,196
868c92a37ffffff,6194.0,196
868c92a47ffffff,1780.0,196
868c92a4fffffff,1183.0,196
868c92a57ffffff,9903.0,196
868c92a5fffffff,2045.0,196
868c92a67ffffff,1061.0,196
868c92a6fffffff,13218.0,196
868c92a77ffffff,300.0,196
868c92a87ffffff,4787.0,196
868c92a8fffffff,1688.0,196
868c92a97ffffff,4996.0,196
868c92a9fffffff,1137.0,196
868c92aa7ffffff,5292.0,196
868c92aafffffff,1608.0,196
868c92ab7ffffff,444.0,196
868c92ae7ffffff,14660.0,196
868c92aefffffff,465.0,196
868c92af7ffffff,5238.0,196
868c92b07ffffff,7802.0,196
868c92b0fffffff,9959.0,196
868c92b17ffffff,4631.0,196
868c92b1fffffff,8020.0,196
868c92b27ffffff,786.0,196
868c92b2fffffff,29594.0,196
868c92b37ffffff,4784.0,196
868c92b47ffffff,7018.0,196
868c92b4fffffff,133.0,196
868c92b57ffffff,7704.0,196
868c92b5fffffff,4757.0,196
868c92b67ffffff,8445.0,196
868c92b6fffffff,10378.0,196
868c92b77ffffff,16352.0,196
868c92b87ffffff,7221.0,196
868c92b8fffffff,5944.0,196
868c92b97ffffff,366.0,196
868c92b9fffffff,31.0,196
868c92ba7ffffff,1678.0,196
868c92bafffffff,7460.0,196
868c92bb7ffffff,442.0,196
868c93d37ffffff,346.0,196
868c94007ffffff,424.0,197
868c9400fffffff,1728.0,197
868c94017ffffff,1071.0,197
868c9401fffffff,1038.0,197
868c94027ffffff,606.0,197
868c9402fffffff,51.0,197
868c94037ffffff,1261.0,197
868c94047ffffff,718.0,192
868c9404fffffff,1697.0,192
868c94057ffffff,2427.0,192
868c9405fffffff,1679.0,192
868c94067ffffff,930.0,192
868c9406fffffff,454.0,192
868c94077ffffff,37.0,192
868c94087ffffff,723.0,197
868c9408fffffff,350.0,193
868c94097ffffff,1799.0,193
868c9409fffffff,875.0,193
868c940a7ffffff,554.0,197
868c940afffffff,450.0,197
868c940b7ffffff,545.0,197
868c940c7ffffff,226.0,193
868c940cfffffff,44.0,193
868c940d7ffffff,1464.0,193
868c940dfffffff,274.0,193
868c940e7ffffff,158.0,192
868c940efffffff,260.0,192
868c940f7ffffff,474.0,193
868c94107ffffff,193.0,197
868c9410fffffff,928.0,197
868c94117ffffff,1005.0,197
868c9411fffffff,1293.0,197
868c94127ffffff,481.0,197
868c9412fffffff,42.0,197
868c94137ffffff,1226.0,197
868c94147ffffff,530.0,192
868c94157ffffff,189.0,197
868c9415fffffff,89.0,192
868c94167ffffff,783.0,192
868c9416fffffff,126.0,192
868c94177ffffff,595.0,192
868c94187ffffff,2189.0,197
868c9418fffffff,1053.0,197
868c94197ffffff,1510.0,197
868c9419fffffff,2405.0,197
868c941a7ffffff,4258.0,197
868c941afffffff,1162.0,197
868c941b7ffffff,1069.0,197
868c94207ffffff,7366.0,192
868c9420fffffff,1051.0,192
868c94217ffffff,2569.0,193
868c9421fffffff,8425.0,192
868c94227ffffff,10776.0,192
868c9422fffffff,14655.0,192
868c94237ffffff,3172.0,192
868c94247ffffff,114694.0,190
868c9424fffffff,110721.0,190
868c94257ffffff,4921.0,192
868c9425fffffff,3569.0,195
868c94267ffffff,130131.0,192
868c9426fffffff,157402.0,190
868c94277ffffff,23232.0,192
868c94287ffffff,1014.0,193
868c9428fffffff,345.0,193
868c94297ffffff,1664.0,193
868c9429fffffff,1946.0,193
868c942a7ffffff,1926.0,193
868c942afffffff,3826.0,193
868c942b7ffffff,2325.0,193
868c942c7ffffff,4422.0,192
868c942cfffffff,4.0,195
868c942d7ffffff,84.0,192
868c942dfffffff,212.0,192
868c942e7ffffff,3979.0,192
868c942efffffff,169.0,192
868c942f7ffffff,3712.0,192
868c94307ffffff,3554.0,192
868c9430fffffff,12475.0,192
868c94317ffffff,4996.0,192
868c9431fffffff,9168.0,192
868c94327ffffff,340.0,192
868c9432fffffff,9878.0,192
868c94337ffffff,281.0,192
868c94347ffffff,6344.0,192
868c9434fffffff,68451.0,192
868c94357ffffff,11723.0,192
868c9435fffffff,21054.0,192
868c94367ffffff,2175.0,192
868c9436fffffff,36236.0,192
868c94377ffffff,8511.0,192
868c94387ffffff,144.0,193
868c9438fffffff,1023.0,193
868c94397ffffff,228.0,193
868c9439fffffff,2349.0,193
868c943a7ffffff,1349.0,192
868c943afffffff,2115.0,192
868c943b7ffffff,383.0,192
868c94407ffffff,1104.0,197
868c9440fffffff,1809.0,193
868c94417ffffff,750.0,197
868c9441fffffff,951.0,193
868c94427ffffff,2289.0,197
868c9442fffffff,1781.0,197
868c94437ffffff,866.0,197
868c94447ffffff,1955.0,193
868c9444fffffff,2111.0,193
868c94457ffffff,985.0,193
868c9445fffffff,6565.0,193
868c94467ffffff,672.0,193
868c9446fffffff,433.0,193
868c94477ffffff,2825.0,193
868c94487ffffff,864.0,197
868c9448fffffff,1069.0,193
868c94497ffffff,836.0,193
868c9449fffffff,867.0,193
868c944a7ffffff,704.0,197
868c944afffffff,703.0,197
868c944b7ffffff,484.0,197
868c944c7ffffff,1707.0,193
868c944cfffffff,713.0,193
868c944d7ffffff,860.0,193
868c944dfffffff,434.0,193
868c944e7ffffff,1353.0,193
868c944efffffff,1299.0,193
868c944f7ffffff,1139.0,193
868c94507ffffff,2197.0,197
868c9450fffffff,1761.0,197
868c94517ffffff,3058.0,197
868c9451fffffff,6770.0,197
868c94527ffffff,690.0,197
868c9452fffffff,799.0,197
868c94537ffffff,5684.0,197
868c94547ffffff,1183.0,197
868c9454fffffff,754.0,197
868c94557ffffff,725.0,197
868c9455fffffff,1417.0,193
868c94567ffffff,2063.0,197
868c9456fffffff,5826.0,197
868c94577ffffff,2210.0,197
868c94587ffffff,1302.0,197
868c9458fffffff,1270.0,197
868c94597ffffff,4814.0,197
868c9459fffffff,937.0,197
868c945a7ffffff,2512.0,197
868c945afffffff,269.0,197
868c945b7ffffff,1268.0,197
868c94607ffffff,4694.0,193
868c9460fffffff,2484.0,193
868c94617ffffff,1253.0,193
868c9461fffffff,1857.0,193
868c94627ffffff,1463.0,193
868c9462fffffff,1999.0,193
868c94637ffffff,3146.0,193
868c94647ffffff,3455.0,193
868c9464fffffff,4621.0,193
868c94657ffffff,1651.0,193
868c9465fffffff,5276.0,193
868c94667ffffff,2800.0,193
868c9466fffffff,2863.0,193
868c94677ffffff,7237.0,193
868c94687ffffff,1766.0,193
868c9468fffffff,3321.0,193
868c94697ffffff,518.0,193
868c9469fffffff,914.0,193
868c946a7ffffff,624.0,193
868c946afffffff,2755.0,193
868c946b7ffffff,899.0,193
868c946c7ffffff,1417.0,193
868c946cfffffff,1780.0,193
868c946d7ffffff,1380.0,193
868c946dfffffff,2332.0,193
868c946e7ffffff,1821.0,193
868c946efffffff,1670.0,193
868c946f7ffffff,1135.0,193
868c94707ffffff,1252.0,193
868c9470fffffff,298.0,193
868c94717ffffff,1302.0,193
868c9471fffffff,1352.0,193
868c94727ffffff,1414.0,193
868c9472fffffff,568.0,193
868c94737ffffff,1026.0,193
868c94747ffffff,1130.0,193
868c9474fffffff,2710.0,193
868c94757ffffff,2089.0,193
868c9475fffffff,3629.0,193
868c94767ffffff,496.0,193
868c9476fffffff,1151.0,193
868c94777ffffff,260.0,193
868c94787ffffff,1493.0,193
868c9478fffffff,1137.0,193
868c94797ffffff,1872.0,193
868c9479fffffff,1224.0,193
868c947a7ffffff,25008.0,193
868c947afffffff,5122.0,193
868c947b7ffffff,3745.0,193
868c94807ffffff,550.0,197
868c9480fffffff,7.0,197
868c94817ffffff,469.0,197
868c9481fffffff,588.0,197
868c94827ffffff,665.0,197
868c9482fffffff,1.0,189
868c94837ffffff,703.0,197
868c94847ffffff,530.0,197
868c9484fffffff,187.0,192
868c94857ffffff,30.0,197
868c9485fffffff,153.0,192
868c94867ffffff,506.0,192
868c9486fffffff,68.0,192
868c94877ffffff,140.0,197
868c94887ffffff,514.0,197
868c9488fffffff,1126.0,197
868c94897ffffff,887.0,197
868c9489fffffff,1341.0,197
868c948a7ffffff,266.0,197
868c948afffffff,3100.0,197
868c948b7ffffff,627.0,197
868c948c7ffffff,756.0,197
868c948cfffffff,542.0,192
868c948d7ffffff,464.0,197
868c948dfffffff,940.0,197
868c948e7ffffff,19.0,197
868c948efffffff,245.0,197
868c948f7ffffff,247.0,197
868c94907ffffff,66.0,189
868c9490fffffff,493.0,189
868c94917ffffff,337.0,189
868c9491fffffff,1015.0,189
868c94927ffffff,121.0,189
868c9492fffffff,21.0,189
868c94937ffffff,325.0,189
868c94947ffffff,161.0,189
868c9494fffffff,1419.0,189
868c94957ffffff,6.0,189
868c9495fffffff,447.0,189
868c94967ffffff,210.0,189
