h3,pop,kab
8668854dfffffff,19.0,234
8668854efffffff,54.0,234
8668854f7ffffff,13.0,234
86688555fffffff,1.0,239
866885567ffffff,3.0,239
86688556fffffff,2.0,239
866885587ffffff,1.0,234
866885597ffffff,6.0,234
86688559fffffff,3.0,234
8668855b7ffffff,1.0,234
866885617ffffff,1.0,234
866885637ffffff,1.0,234
86688564fffffff,1.0,232
866885687ffffff,1.0,234
86688568fffffff,1.0,234
8668856c7ffffff,1.0,234
86688575fffffff,8.0,239
866885767ffffff,2.0,239
866885777ffffff,1.0,239
866885787ffffff,1.0,234
8668857afffffff,1.0,234
8668857b7ffffff,237.0,234
866885817ffffff,988.0,239
86688581fffffff,247.0,239
866885827ffffff,1.0,239
866885837ffffff,116.0,239
866885887ffffff,1.0,239
866885897ffffff,1.0,239
8668858a7ffffff,123.0,239
8668858afffffff,610.0,239
8668858b7ffffff,2.0,239
8668858f7ffffff,133.0,239
866885907ffffff,9.0,239
86688590fffffff,3.0,239
866885917ffffff,10.0,239
86688591fffffff,36.0,239
86688592fffffff,4.0,239
866885937ffffff,23.0,239
866885947ffffff,253.0,239
86688596fffffff,106.0,239
866885977ffffff,162.0,239
866885987ffffff,76.0,239
86688598fffffff,198.0,239
8668859a7ffffff,216.0,239
8668859afffffff,2044.0,239
866885a87ffffff,1.0,239
866885a8fffffff,1.0,239
866885a97ffffff,7.0,239
866885a9fffffff,53.0,239
866885aa7ffffff,2.0,239
866885ab7ffffff,5.0,239
866885ad7ffffff,1.0,239
866885b27ffffff,4.0,239
866885c4fffffff,2.0,239
866885c6fffffff,1.0,239
866885cc7ffffff,2.0,239
866885ccfffffff,9.0,239
866885cefffffff,2.0,239
866885d27ffffff,1.0,239
866885dafffffff,7.0,239
866886047ffffff,6.0,223
86688604fffffff,2.0,223
86688605fffffff,123.0,223
866886067ffffff,26.0,223
86688606fffffff,1.0,223
866886077ffffff,583.0,223
866886087ffffff,1.0,223
866886097ffffff,381.0,223
8668860a7ffffff,5.0,223
8668860afffffff,33.0,223
8668860c7ffffff,130.0,223
8668860cfffffff,27.0,223
8668860efffffff,110.0,223
86688616fffffff,200.0,223
866886187ffffff,20.0,223
86688618fffffff,12.0,223
86688619fffffff,2.0,223
866886207ffffff,1.0,223
86688620fffffff,21.0,223
86688621fffffff,1.0,223
866886227ffffff,167.0,223
86688622fffffff,1.0,223
866886237ffffff,153.0,223
866886247ffffff,20.0,223
866886257ffffff,507.0,223
86688625fffffff,39.0,223
86688626fffffff,24.0,223
866886277ffffff,20.0,223
866886287ffffff,2.0,223
86688628fffffff,6.0,223
866886297ffffff,27.0,223
86688629fffffff,6.0,223
8668862a7ffffff,1.0,223
8668862b7ffffff,1762.0,223
8668862c7ffffff,6.0,223
8668862cfffffff,268.0,223
8668862d7ffffff,2.0,223
8668862e7ffffff,597.0,223
8668862efffffff,1421.0,223
866886307ffffff,1.0,223
86688630fffffff,72.0,223
866886317ffffff,77.0,223
86688631fffffff,1.0,223
866886327ffffff,1.0,223
86688632fffffff,1.0,223
866886337ffffff,52.0,223
866886347ffffff,1.0,223
86688634fffffff,6.0,223
866886357ffffff,13.0,223
86688635fffffff,147.0,223
866886367ffffff,8.0,223
86688636fffffff,18.0,223
866886387ffffff,2.0,223
86688638fffffff,3.0,223
866886397ffffff,17.0,223
86688639fffffff,99.0,223
8668863a7ffffff,2.0,223
8668863afffffff,12.0,223
8668863b7ffffff,12.0,223
86688640fffffff,1.0,223
866886417ffffff,2.0,223
86688641fffffff,6.0,223
86688642fffffff,1.0,223
866886437ffffff,7.0,223
86688646fffffff,145.0,223
866886507ffffff,1.0,223
86688650fffffff,1.0,223
86688651fffffff,1.0,223
866886537ffffff,1.0,199
866886547ffffff,1.0,223
866886557ffffff,1.0,223
866886567ffffff,336.0,223
866886577ffffff,2.0,223
866886587ffffff,1.0,216
8668865b7ffffff,2.0,223
866886607ffffff,6.0,223
866886617ffffff,1.0,223
866886627ffffff,51.0,223
866886647ffffff,9.0,223
86688664fffffff,52.0,223
86688665fffffff,73.0,223
866886667ffffff,1.0,223
8668866c7ffffff,639.0,223
8668866cfffffff,157.0,223
8668866dfffffff,1152.0,223
8668866e7ffffff,677.0,223
8668866efffffff,165.0,223
866886717ffffff,78.0,223
86688672fffffff,594.0,223
86688674fffffff,22.0,223
866886767ffffff,1.0,223
866886847ffffff,1.0,223
86688684fffffff,4.0,223
86688685fffffff,2.0,223
86688686fffffff,1.0,223
866886907ffffff,2.0,187
866886917ffffff,1.0,187
866886927ffffff,1.0,187
866886a0fffffff,1.0,223
866886a1fffffff,2.0,223
866886a37ffffff,8.0,223
866886a57ffffff,1.0,223
866886a77ffffff,1.0,223
866886a87ffffff,61.0,223
866886a8fffffff,1.0,223
866886a97ffffff,278.0,223
866886a9fffffff,20.0,223
866886ac7ffffff,4.0,223
866886acfffffff,5.0,223
866886aefffffff,1.0,223
866886b07ffffff,1.0,223
866886b0fffffff,6.0,223
866886b17ffffff,1.0,223
866886b1fffffff,2.0,223
866886b27ffffff,26.0,223
866886b2fffffff,2.0,223
866886b37ffffff,4.0,223
866886b47ffffff,1.0,223
866886b4fffffff,2.0,223
866886b57ffffff,3.0,223
866886b5fffffff,2.0,223
866886b67ffffff,1.0,223
866886b6fffffff,1.0,223
866886b77ffffff,2.0,223
866886ba7ffffff,2.0,223
866886bafffffff,1.0,223
866886c2fffffff,3.0,223
866886c47ffffff,4.0,223
866886c4fffffff,1.0,223
866886c67ffffff,8.0,223
866886c87ffffff,2.0,199
866886c9fffffff,2.0,199
866886cb7ffffff,1.0,199
866886ccfffffff,2.0,223
866886ce7ffffff,4.0,223
866886d4fffffff,3.0,223
866886d9fffffff,1.0,199
86688800fffffff,2.0,232
866888017ffffff,766.0,232
866888027ffffff,193.0,229
86688802fffffff,3.0,229
866888037ffffff,6614.0,232
866888077ffffff,3.0,229
866888087ffffff,2.0,232
866888097ffffff,31.0,232
86688809fffffff,2.0,232
8668880a7ffffff,1925.0,232
8668880afffffff,1.0,232
8668880b7ffffff,2192.0,232
8668880c7ffffff,1.0,232
8668880d7ffffff,1.0,232
866888107ffffff,47979.0,229
86688810fffffff,21636.0,229
866888117ffffff,2028.0,229
86688811fffffff,8197.0,229
866888127ffffff,19512.0,233
86688812fffffff,57696.0,229
866888137ffffff,6831.0,233
866888157ffffff,12.0,229
866888177ffffff,1199.0,229
866888187ffffff,708.0,232
86688818fffffff,2696.0,232
866888197ffffff,968.0,232
86688819fffffff,5400.0,232
8668881a7ffffff,3084.0,232
8668881afffffff,3507.0,232
8668881b7ffffff,1807.0,232
866888407ffffff,3261.0,232
86688840fffffff,5796.0,232
866888417ffffff,19336.0,230
86688841fffffff,1305.0,232
866888427ffffff,747.0,232
86688842fffffff,1009.0,232
866888437ffffff,3465.0,232
866888447ffffff,3102.0,232
86688844fffffff,1.0,232
866888457ffffff,16683.0,232
86688845fffffff,721.0,232
866888467ffffff,1066.0,232
866888477ffffff,1955.0,232
866888487ffffff,4115.0,230
86688848fffffff,947.0,232
866888497ffffff,36130.0,230
86688849fffffff,7409.0,232
8668884a7ffffff,28665.0,230
8668884afffffff,2280.0,232
8668884b7ffffff,102668.0,230
8668884c7ffffff,983.0,232
8668884cfffffff,273.0,232
8668884d7ffffff,751.0,232
8668884dfffffff,250.0,232
8668884e7ffffff,1003.0,232
8668884efffffff,1845.0,232
8668884f7ffffff,566.0,232
866888507ffffff,372.0,232
86688850fffffff,1245.0,232
866888517ffffff,322.0,232
86688851fffffff,1140.0,232
866888527ffffff,393.0,232
86688852fffffff,351.0,232
866888537ffffff,3600.0,232
866888547ffffff,2026.0,232
86688854fffffff,1999.0,232
866888557ffffff,2103.0,232
86688855fffffff,601.0,232
866888567ffffff,3701.0,232
86688856fffffff,2263.0,232
866888577ffffff,501.0,232
866888587ffffff,10278.0,230
86688858fffffff,12301.0,230
866888597ffffff,24805.0,232
86688859fffffff,64771.0,230
8668885a7ffffff,2602.0,232
8668885afffffff,2613.0,232
8668885b7ffffff,11056.0,232
866888637ffffff,1.0,232
866888697ffffff,1.0,232
8668886a7ffffff,63.0,232
8668886b7ffffff,536.0,232
866888707ffffff,23.0,232
86688871fffffff,1.0,232
866888727ffffff,14.0,232
86688872fffffff,18.0,232
866888737ffffff,1.0,232
866888777ffffff,3.0,232
866888787ffffff,273.0,232
86688878fffffff,1411.0,232
866888797ffffff,345.0,232
86688879fffffff,1066.0,232
8668887a7ffffff,329.0,232
8668887afffffff,1.0,232
8668887b7ffffff,472.0,232
866888807ffffff,1.0,233
86688880fffffff,405.0,233
86688881fffffff,2.0,233
866888827ffffff,1.0,233
86688882fffffff,142.0,233
866888837ffffff,1.0,233
866888847ffffff,1154.0,233
86688884fffffff,3.0,233
866888857ffffff,5392.0,233
86688885fffffff,290.0,233
866888867ffffff,21614.0,233
86688886fffffff,1430.0,233
866888877ffffff,1957.0,233
86688888fffffff,50.0,233
866888897ffffff,154.0,233
86688889fffffff,118.0,233
8668888c7ffffff,3509.0,233
8668888cfffffff,1.0,233
8668888d7ffffff,12232.0,233
8668888dfffffff,72.0,229
8668888e7ffffff,3326.0,233
8668888efffffff,207.0,233
8668888f7ffffff,581.0,233
866888907ffffff,24.0,233
866888917ffffff,1.0,233
866888927ffffff,2716.0,233
86688892fffffff,558.0,233
866888937ffffff,2.0,233
866888947ffffff,495.0,233
86688894fffffff,34289.0,233
866888957ffffff,7.0,233
86688895fffffff,2935.0,233
866888967ffffff,909.0,233
86688896fffffff,2640.0,233
866888977ffffff,90.0,233
866888987ffffff,2.0,233
86688898fffffff,15.0,233
86688899fffffff,1.0,233
866888b1fffffff,1.0,233
866888b27ffffff,11.0,233
866888b37ffffff,76.0,233
866888c0fffffff,7.0,232
866888c17ffffff,16.0,232
866888c1fffffff,44.0,232
866888c27ffffff,5.0,232
866888c2fffffff,43.0,233
866888c37ffffff,11.0,232
866888c47ffffff,242.0,233
866888c4fffffff,3562.0,233
866888c57ffffff,89.0,232
866888c5fffffff,1582.0,232
866888c67ffffff,1935.0,233
866888c6fffffff,1023.0,233
866888c77ffffff,114.0,233
866888c87ffffff,14.0,232
866888c8fffffff,177.0,232
866888c97ffffff,42.0,232
866888c9fffffff,65.0,232
866888ca7ffffff,93.0,232
866888cafffffff,158.0,232
866888cb7ffffff,134.0,232
866888cc7ffffff,506.0,232
866888ccfffffff,595.0,232
866888cd7ffffff,59.0,232
866888cdfffffff,511.0,232
866888ce7ffffff,256.0,232
866888cefffffff,333.0,232
866888cf7ffffff,210.0,232
866888d17ffffff,22.0,232
866888d1fffffff,1.0,232
866888d2fffffff,27.0,232
866888d37ffffff,106.0,232
866888d47ffffff,46.0,233
866888d4fffffff,832.0,233
866888d57ffffff,71.0,233
866888d5fffffff,26.0,233
866888d67ffffff,1.0,233
866888d6fffffff,128.0,233
866888d87ffffff,1.0,232
866888d8fffffff,62.0,232
866888d97ffffff,829.0,232
866888d9fffffff,5.0,232
866888da7ffffff,281.0,232
866888dafffffff,12.0,232
866888db7ffffff,175.0,232
866889947ffffff,9.0,233
86688994fffffff,12.0,233
866889967ffffff,1.0,233
86688996fffffff,18.0,233
86688a037ffffff,57.0,232
86688a0a7ffffff,1.0,232
86688a0b7ffffff,4.0,232
86688a107ffffff,655.0,232
86688a10fffffff,3326.0,232
86688a117ffffff,4211.0,232
86688a11fffffff,6708.0,232
86688a127ffffff,102.0,232
86688a12fffffff,606.0,232
86688a137ffffff,425.0,232
86688a147ffffff,893.0,232
86688a14fffffff,243.0,232
86688a157ffffff,1498.0,232
86688a15fffffff,2.0,232
86688a167ffffff,17040.0,232
86688a16fffffff,509.0,232
86688a177ffffff,10566.0,232
86688a187ffffff,1156.0,232
86688a18fffffff,11.0,232
86688a197ffffff,3161.0,232
86688a19fffffff,10.0,232
86688a1a7ffffff,9579.0,232
86688a1afffffff,10299.0,232
86688a1b7ffffff,4835.0,232
86688a307ffffff,3.0,232
86688a30fffffff,1.0,232
86688a327ffffff,1.0,232
86688a507ffffff,150920.0,228
86688a50fffffff,90262.0,228
86688a517ffffff,132548.0,228
86688a51fffffff,30336.0,228
86688a527ffffff,58881.0,228
86688a52fffffff,29511.0,228
86688a537ffffff,112819.0,228
86688a547ffffff,6012.0,228
86688a557ffffff,2541.0,228
86688a567ffffff,23891.0,228
86688a577ffffff,56366.0,228
86688a5b7ffffff,547.0,236
86688a807ffffff,4321.0,232
86688a80fffffff,4594.0,232
86688a817ffffff,695.0,232
86688a81fffffff,5356.0,232
86688a827ffffff,17018.0,232
86688a82fffffff,20492.0,232
86688a837ffffff,430.0,232
86688a847ffffff,4508.0,230
86688a84fffffff,5831.0,232
86688a857ffffff,3757.0,230
86688a85fffffff,13643.0,232
86688a867ffffff,36753.0,230
86688a86fffffff,19320.0,230
86688a877ffffff,3424.0,230
86688a887ffffff,255.0,232
86688a88fffffff,1781.0,232
86688a897ffffff,34.0,232
86688a89fffffff,28.0,232
86688a8a7ffffff,304.0,232
86688a8afffffff,5924.0,232
86688a8b7ffffff,5.0,232
86688a8c7ffffff,377.0,232
86688a8cfffffff,4415.0,232
86688a8d7ffffff,650.0,232
86688a8dfffffff,1620.0,232
86688a8e7ffffff,1958.0,232
86688a8efffffff,956.0,232
86688a8f7ffffff,2136.0,232
86688a907ffffff,2777.0,232
86688a90fffffff,16510.0,232
86688a917ffffff,1487.0,232
86688a91fffffff,5030.0,232
86688a927ffffff,6656.0,232
86688a92fffffff,22068.0,232
86688a937ffffff,341.0,232
86688a947ffffff,222607.0,230
86688a94fffffff,143539.0,230
86688a957ffffff,75288.0,230
86688a95fffffff,40968.0,230
86688a967ffffff,28519.0,230
86688a96fffffff,205836.0,230
86688a977ffffff,17613.0,230
86688a987ffffff,189.0,232
86688a98fffffff,50.0,232
86688a997ffffff,721.0,232
86688a99fffffff,87.0,232
86688a9a7ffffff,2406.0,232
86688a9afffffff,794.0,232
86688a9b7ffffff,38.0,232
86688aa07ffffff,453.0,232
86688aa0fffffff,377.0,232
86688aa17ffffff,366.0,232
86688aa1fffffff,268.0,232
86688aa27ffffff,581.0,232
86688aa2fffffff,1087.0,232
86688aa37ffffff,206.0,232
86688aa47ffffff,4.0,232
86688aa4fffffff,1.0,232
86688aa57ffffff,626.0,232
86688aa5fffffff,199.0,232
86688aa67ffffff,153.0,232
86688aa6fffffff,2.0,232
86688aa77ffffff,105.0,232
86688aa87ffffff,722.0,232
86688aa8fffffff,179.0,232
86688aa97ffffff,183.0,232
86688aa9fffffff,1.0,232
86688aaa7ffffff,681.0,232
86688aaafffffff,471.0,232
86688aab7ffffff,702.0,232
86688aac7ffffff,1.0,232
86688aae7ffffff,704.0,232
86688aaefffffff,456.0,232
86688aaf7ffffff,481.0,232
86688ab07ffffff,1214.0,232
86688ab0fffffff,336.0,232
86688ab17ffffff,285.0,232
86688ab1fffffff,107.0,232
86688ab27ffffff,943.0,232
86688ab2fffffff,2718.0,232
86688ab37ffffff,6576.0,232
86688ab47ffffff,542.0,232
86688ab4fffffff,1694.0,232
86688ab57ffffff,459.0,232
86688ab5fffffff,911.0,232
86688ab67ffffff,323.0,232
86688ab6fffffff,807.0,232
86688ab77ffffff,264.0,232
86688ab87ffffff,571.0,232
86688ab8fffffff,521.0,232
86688ab97ffffff,1040.0,232
86688ab9fffffff,169.0,232
86688aba7ffffff,4238.0,232
86688abafffffff,14.0,232
86688abb7ffffff,1176.0,232
86688ac07ffffff,3146.0,236
86688ac0fffffff,3449.0,236
86688ac17ffffff,268.0,236
86688ac1fffffff,359.0,232
86688ac27ffffff,8963.0,236
86688ac2fffffff,5829.0,236
86688ac37ffffff,1452.0,236
86688ac47ffffff,1233.0,232
86688ac4fffffff,3552.0,232
86688ac57ffffff,379.0,232
86688ac5fffffff,6821.0,232
86688ac67ffffff,2.0,232
86688ac6fffffff,1224.0,232
86688ac77ffffff,1331.0,236
86688ac87ffffff,556.0,228
86688ac8fffffff,1443.0,228
86688ac97ffffff,3177.0,236
86688ac9fffffff,9606.0,228
86688aca7ffffff,470.0,236
86688acafffffff,20.0,228
86688acb7ffffff,963.0,228
86688acc7ffffff,10635.0,232
86688accfffffff,9248.0,232
86688acd7ffffff,28509.0,228
86688acdfffffff,2073.0,228
86688ace7ffffff,724.0,232
86688acefffffff,8036.0,232
86688acf7ffffff,440.0,228
86688ad07ffffff,7.0,236
86688ad0fffffff,1682.0,236
86688ad17ffffff,8.0,236
86688ad1fffffff,6059.0,236
86688ad27ffffff,9.0,232
86688ad2fffffff,7.0,232
86688ad37ffffff,1.0,236
86688ad47ffffff,24.0,232
86688ad4fffffff,60.0,232
86688ad57ffffff,132.0,236
86688ad5fffffff,208.0,236
86688ad67ffffff,149.0,232
86688ad6fffffff,267.0,232
86688ad77ffffff,40.0,232
86688ad87ffffff,453.0,236
86688ad8fffffff,157.0,236
86688ad97ffffff,2514.0,236
86688ad9fffffff,392.0,236
86688ada7ffffff,333.0,236
86688adafffffff,3395.0,236
86688adb7ffffff,10.0,236
86688c007ffffff,197.0,233
86688c00fffffff,61.0,233
86688c017ffffff,1545.0,233
86688c01fffffff,58.0,233
86688c027ffffff,2371.0,233
86688c02fffffff,120.0,233
86688c037ffffff,1638.0,233
86688c047ffffff,24.0,233
86688c04fffffff,43.0,233
86688c057ffffff,2.0,233
86688c05fffffff,15.0,233
86688c067ffffff,345.0,233
86688c06fffffff,522.0,233
86688c077ffffff,475.0,233
86688c087ffffff,1515.0,233
86688c08fffffff,762.0,233
86688c097ffffff,14.0,233
86688c09fffffff,357.0,233
86688c0a7ffffff,554.0,233
86688c0afffffff,404.0,233
86688c0b7ffffff,6.0,233
86688c0c7ffffff,10.0,233
86688c0cfffffff,193.0,233
86688c0d7ffffff,5.0,233
86688c0dfffffff,254.0,233
86688c0e7ffffff,419.0,233
86688c0efffffff,39.0,233
86688c0f7ffffff,12.0,233
86688c107ffffff,1354.0,233
86688c10fffffff,1761.0,233
86688c117ffffff,1753.0,233
86688c11fffffff,56.0,233
86688c127ffffff,1131.0,233
86688c12fffffff,585.0,233
86688c137ffffff,606.0,233
86688c147ffffff,1594.0,233
86688c14fffffff,882.0,233
86688c157ffffff,1595.0,233
86688c15fffffff,1662.0,233
86688c167ffffff,5663.0,233
86688c16fffffff,4887.0,233
86688c177ffffff,1134.0,233
86688c187ffffff,13.0,233
86688c18fffffff,93.0,233
86688c197ffffff,221.0,233
86688c19fffffff,2.0,233
86688c1a7ffffff,217.0,233
86688c1afffffff,230.0,233
86688c1b7ffffff,39.0,233
86688c207ffffff,1280.0,233
86688c20fffffff,117.0,233
86688c217ffffff,1601.0,233
86688c21fffffff,2559.0,233
86688c227ffffff,2213.0,233
86688c22fffffff,334.0,233
86688c237ffffff,76.0,233
86688c247ffffff,652.0,233
86688c24fffffff,957.0,233
86688c257ffffff,175.0,233
86688c25fffffff,786.0,233
86688c267ffffff,6.0,233
86688c26fffffff,25.0,233
86688c277ffffff,78.0,233
86688c287ffffff,977.0,233
86688c28fffffff,4111.0,233
86688c297ffffff,42.0,233
86688c29fffffff,109.0,233
86688c2a7ffffff,231.0,233
86688c2afffffff,4837.0,233
86688c2b7ffffff,38.0,233
86688c2c7ffffff,450.0,233
86688c2cfffffff,1056.0,233
86688c2d7ffffff,3534.0,233
86688c2dfffffff,401.0,233
86688c2e7ffffff,2253.0,233
86688c2efffffff,498.0,233
86688c2f7ffffff,2735.0,233
86688c307ffffff,750.0,233
86688c30fffffff,476.0,233
86688c317ffffff,514.0,233
86688c31fffffff,514.0,233
86688c327ffffff,2.0,233
86688c32fffffff,8.0,233
86688c337ffffff,294.0,233
86688c347ffffff,1.0,233
86688c34fffffff,1.0,233
86688c357ffffff,23.0,233
86688c35fffffff,1.0,233
86688c36fffffff,2.0,233
86688c377ffffff,4.0,233
86688c387ffffff,56.0,233
86688c38fffffff,338.0,233
86688c397ffffff,511.0,233
86688c39fffffff,438.0,233
86688c3afffffff,121.0,233
86688c3b7ffffff,1.0,233
86688c407ffffff,26.0,233
86688c40fffffff,30.0,233
86688c417ffffff,171.0,233
86688c41fffffff,1364.0,233
86688c427ffffff,15.0,233
86688c42fffffff,292.0,233
86688c437ffffff,2.0,233
86688c447ffffff,1374.0,233
86688c44fffffff,146.0,233
86688c457ffffff,183.0,233
86688c45fffffff,1005.0,233
86688c467ffffff,57.0,233
86688c46fffffff,315.0,233
86688c477ffffff,3113.0,233
86688c487ffffff,488.0,233
86688c48fffffff,32.0,233
86688c497ffffff,34.0,233
86688c49fffffff,2796.0,233
86688c4a7ffffff,616.0,233
86688c4afffffff,57.0,233
86688c4b7ffffff,137.0,233
86688c4c7ffffff,878.0,233
86688c4cfffffff,62.0,233
86688c4dfffffff,50.0,233
86688c4e7ffffff,4396.0,233
86688c4efffffff,726.0,233
86688c4f7ffffff,2793.0,233
86688c507ffffff,4.0,233
86688c50fffffff,2.0,233
86688c517ffffff,2.0,233
86688c51fffffff,1.0,233
86688c527ffffff,129.0,233
86688c52fffffff,71.0,233
86688c537ffffff,295.0,233
86688c547ffffff,1265.0,233
86688c54fffffff,55.0,233
86688c557ffffff,3270.0,233
86688c55fffffff,1917.0,233
86688c567ffffff,1105.0,233
86688c56fffffff,500.0,233
86688c577ffffff,1135.0,233
86688c587ffffff,11.0,233
86688c58fffffff,146.0,233
86688c597ffffff,237.0,233
86688c59fffffff,1065.0,233
86688c5a7ffffff,4.0,233
86688c5b7ffffff,469.0,233
86688c617ffffff,3.0,232
86688c61fffffff,1.0,232
86688c637ffffff,6.0,232
86688c667ffffff,6.0,233
86688c687ffffff,2.0,232
86688c697ffffff,279.0,232
86688c69fffffff,578.0,232
86688c6a7ffffff,45.0,232
86688c6afffffff,23.0,232
86688c6b7ffffff,506.0,232
86688c6cfffffff,1.0,232
86688c6dfffffff,1.0,232
86688c6e7ffffff,1.0,232
86688c707ffffff,23.0,233
86688c717ffffff,67.0,233
86688c727ffffff,11.0,233
86688c72fffffff,30.0,233
86688c737ffffff,793.0,233
86688c747ffffff,1.0,233
86688c767ffffff,82.0,233
86688c76fffffff,2.0,233
86688c777ffffff,11.0,233
86688c787ffffff,94.0,233
86688c78fffffff,184.0,233
86688c797ffffff,217.0,233
86688c79fffffff,152.0,233
86688c7a7ffffff,4.0,233
86688c7afffffff,2.0,233
86688c7b7ffffff,6.0,233
86688c807ffffff,1226.0,233
86688c80fffffff,206.0,233
86688c817ffffff,216.0,233
86688c81fffffff,900.0,233
86688c827ffffff,516.0,233
86688c82fffffff,1370.0,233
86688c837ffffff,83.0,233
86688c847ffffff,1168.0,233
86688c84fffffff,59.0,233
86688c857ffffff,806.0,233
86688c85fffffff,473.0,233
86688c867ffffff,128.0,233
86688c86fffffff,792.0,233
86688c877ffffff,414.0,233
86688c887ffffff,1.0,233
86688c88fffffff,293.0,233
86688c897ffffff,10.0,233
86688c89fffffff,163.0,233
86688c8afffffff,463.0,233
86688c8c7ffffff,997.0,233
86688c8cfffffff,7477.0,233
86688c8d7ffffff,885.0,233
86688c8dfffffff,5449.0,233
86688c8e7ffffff,281.0,233
86688c8efffffff,790.0,233
86688c8f7ffffff,344.0,233
86688c90fffffff,1.0,233
86688c917ffffff,2.0,233
86688c92fffffff,6.0,233
86688c937ffffff,14.0,233
86688c94fffffff,3.0,233
86688c957ffffff,113.0,233
86688c95fffffff,244.0,233
86688c967ffffff,2.0,233
86688c96fffffff,3.0,233
86688c977ffffff,1.0,233
86688c98fffffff,61.0,233
86688c997ffffff,3.0,233
86688c9afffffff,1.0,233
86688ca07ffffff,127.0,233
86688ca17ffffff,224.0,233
86688ca1fffffff,1.0,233
86688ca27ffffff,1248.0,233
86688ca2fffffff,132.0,233
86688ca37ffffff,783.0,233
86688ca47ffffff,1.0,233
86688ca57ffffff,3.0,233
86688ca5fffffff,1.0,233
86688ca67ffffff,2.0,233
86688ca6fffffff,14.0,233
86688ca77ffffff,2.0,233
86688ca87ffffff,121.0,233
86688ca8fffffff,1.0,233
86688ca97ffffff,301.0,233
86688ca9fffffff,30.0,233
86688caa7ffffff,230.0,233
86688caafffffff,11.0,233
86688cab7ffffff,868.0,233
86688cac7ffffff,4.0,233
86688cacfffffff,2.0,233
86688cadfffffff,15.0,233
86688cae7ffffff,1.0,233
86688caf7ffffff,2.0,233
86688cb07ffffff,157.0,233
86688cb0fffffff,272.0,233
86688cb17ffffff,159.0,233
86688cb1fffffff,13.0,233
86688cb27ffffff,19.0,233
86688cb2fffffff,444.0,233
86688cb47ffffff,42.0,233
86688cb57ffffff,964.0,233
86688cb5fffffff,29.0,233
86688cb67ffffff,1187.0,227
86688cb6fffffff,166.0,227
86688cb77ffffff,726.0,233
86688cb87ffffff,1094.0,233
86688cb8fffffff,1996.0,233
86688cb97ffffff,8021.0,233
86688cb9fffffff,4043.0,233
86688cba7ffffff,3325.0,233
86688cbafffffff,338.0,233
86688cbb7ffffff,1489.0,233
86688cc0fffffff,24.0,233
86688cc17ffffff,2.0,233
86688cc1fffffff,33.0,233
86688cc2fffffff,3.0,233
86688cc37ffffff,4.0,233
86688cc47ffffff,3.0,233
86688cc4fffffff,132.0,233
86688cc57ffffff,3.0,233
86688cc5fffffff,7.0,233
86688cc67ffffff,1.0,233
86688cc6fffffff,2.0,233
86688cc77ffffff,1.0,233
86688cc87ffffff,121.0,233
86688cc8fffffff,4.0,233
86688cc97ffffff,45.0,233
86688cc9fffffff,26.0,233
86688cca7ffffff,57.0,233
86688ccafffffff,33.0,233
86688ccb7ffffff,1118.0,233
86688ccc7ffffff,927.0,233
86688cccfffffff,929.0,233
86688ccd7ffffff,17.0,233
86688ccdfffffff,2162.0,233
86688cce7ffffff,1350.0,233
86688ccefffffff,558.0,233
86688ccf7ffffff,40.0,233
86688cd0fffffff,1.0,233
86688cd1fffffff,2.0,233
86688cd47ffffff,3.0,233
86688cd67ffffff,3.0,233
86688cd97ffffff,7.0,233
86688cda7ffffff,8.0,233
86688cdafffffff,1.0,233
86688d007ffffff,2468.0,233
86688d00fffffff,442.0,233
86688d017ffffff,849.0,233
86688d01fffffff,490.0,233
86688d027ffffff,2946.0,233
86688d02fffffff,3.0,233
86688d037ffffff,5052.0,233
86688d047ffffff,520.0,233
86688d04fffffff,306.0,233
86688d057ffffff,4816.0,233
86688d05fffffff,1255.0,233
86688d067ffffff,336.0,233
86688d06fffffff,42.0,233
86688d077ffffff,1173.0,233
86688d087ffffff,7558.0,233
86688d08fffffff,5849.0,233
86688d097ffffff,14.0,233
86688d09fffffff,3607.0,233
86688d0a7ffffff,1890.0,233
86688d0afffffff,1195.0,233
86688d0b7ffffff,1279.0,233
86688d0c7ffffff,868.0,233
86688d0cfffffff,158.0,233
86688d0d7ffffff,715.0,233
86688d0dfffffff,1033.0,233
86688d0e7ffffff,1328.0,233
86688d0efffffff,25.0,233
86688d0f7ffffff,2001.0,233
86688d107ffffff,739.0,233
86688d10fffffff,859.0,233
86688d117ffffff,1341.0,233
86688d11fffffff,1647.0,233
86688d127ffffff,589.0,233
86688d12fffffff,4240.0,233
86688d137ffffff,18.0,233
86688d147ffffff,666.0,233
86688d14fffffff,571.0,233
86688d157ffffff,670.0,233
86688d15fffffff,276.0,233
86688d167ffffff,805.0,233
86688d16fffffff,100.0,233
86688d177ffffff,1278.0,233
86688d187ffffff,661.0,233
86688d18fffffff,892.0,233
86688d197ffffff,422.0,233
86688d19fffffff,513.0,233
86688d1a7ffffff,1742.0,233
86688d1afffffff,527.0,233
86688d1b7ffffff,359.0,233
86688d207ffffff,375.0,233
86688d20fffffff,153.0,233
86688d217ffffff,360.0,233
86688d21fffffff,201.0,233
86688d227ffffff,244.0,233
86688d22fffffff,29.0,233
86688d237ffffff,258.0,233
86688d247ffffff,3.0,233
86688d24fffffff,322.0,233
86688d257ffffff,318.0,233
86688d25fffffff,474.0,233
